frame,timestamp,inference_ms,processing_fps,black_pixels,lashing_pixels,messenger_pixels,black_confidence,lashing_confidence,messenger_confidence,bundle_confidence,contact_confidence,bundle_valid,messenger_intensity_mean,messenger_intensity_std,validation_reason,target_state,consecutive_valid_frames,target_found,target_locked,target_x,target_y,target_proximity,stale_frames,stand_found,stand_locked,stand_fresh,stand_confidence,stand_black_support,stand_x,stand_y,stand_proximity,stand_reason,pidnet_roi_x1,pidnet_roi_y1,pidnet_roi_x2,pidnet_roi_y2,mission_state,mission_reason,command_forward,command_right,command_down,command_yaw_rate
0,0.000000,303.702,2.923,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000,0.000,NO BLACK,NO BUNDLE,0,0,0,,,,0,1,0,1,0.702841,0.872826,782,156,0.259259,ACQUIRING STAND 1/4,,,,,,,,,,
1,0.033333,35.656,5.698,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000,0.000,NO BLACK,NO BUNDLE,0,0,0,,,,0,1,0,1,0.702841,0.872826,782,156,0.259259,ACQUIRING STAND 1/4,,,,,,,,,,
2,0.066667,31.728,7.415,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000,0.000,NO BLACK,NO BUNDLE,0,0,0,,,,0,1,0,0,0.702841,0.872826,782,156,0.259259,STAND TARGET JUMP REJECTED,,,,,,,,,,
3,0.100000,29.526,10.362,1837,0,0,0.821058,0.000000,0.000000,0.000000,0.000000,0,0.000,0.000,NO LASHING,NO BUNDLE,0,0,0,,,,0,1,0,0,0.702841,0.872826,782,156,0.259259,STAND TARGET JUMP REJECTED,,,,,,,,,,
4,0.133333,33.332,10.970,1793,0,182,0.735204,0.000000,0.671283,0.000000,0.000000,0,0.000,0.000,NO LASHING,NO BUNDLE,0,0,0,,,,0,1,0,0,0.702841,0.872826,782,156,0.259259,STAND TARGET JUMP REJECTED,,,,,,,,,,
5,0.166667,33.313,12.942,6,0,0,0.609109,0.000000,0.000000,0.000000,0.000000,0,0.000,0.000,NO BLACK,NO BUNDLE,0,0,0,,,,0,1,0,0,0.702841,0.872826,782,156,0.259259,STAND TARGET JUMP REJECTED,,,,,,,,,,
6,0.200000,32.388,13.361,0,0,139,0.000000,0.000000,0.708974,0.000000,0.000000,0,0.000,0.000,NO BLACK,NO BUNDLE,0,0,0,,,,0,1,0,0,0.702841,0.872826,782,156,0.259259,STAND TARGET JUMP REJECTED,,,,,,,,,,
7,0.233333,29.919,15.428,34,0,0,0.613427,0.000000,0.000000,0.000000,0.000000,0,0.000,0.000,NO BLACK,NO BUNDLE,0,0,0,,,,0,1,0,0,0.702841,0.872826,782,156,0.259259,STAND TARGET JUMP REJECTED,,,,,,,,,,
8,0.266667,30.716,15.576,1505,0,0,0.714989,0.000000,0.000000,0.000000,0.000000,0,0.000,0.000,NO LASHING,NO BUNDLE,0,0,0,,,,0,0,0,0,0.000000,0.000000,,,,STAND TARGET JUMP REJECTED,,,,,,,,,,
9,0.300000,30.404,15.701,1942,0,0,0.804612,0.000000,0.000000,0.000000,0.000000,0,0.000,0.000,NO LASHING,NO BUNDLE,0,0,0,,,,0,1,0,1,0.949853,0.586691,726,486,0.885185,ACQUIRING STAND 1/4,,,,,,,,,,
10,0.333333,33.892,15.653,1664,0,0,0.808055,0.000000,0.000000,0.000000,0.000000,0,0.000,0.000,NO LASHING,NO BUNDLE,0,0,0,,,,0,1,0,1,1.000000,0.622206,836,508,0.824074,ACQUIRING STAND 2/4,,,,,,,,,,
11,0.366667,34.177,17.029,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000,0.000,NO BLACK,NO BUNDLE,0,0,0,,,,0,1,0,1,1.000000,0.622206,836,508,0.824074,ACQUIRING STAND 2/4,,,,,,,,,,
12,0.400000,34.412,16.868,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000,0.000,NO BLACK,NO BUNDLE,0,0,0,,,,0,1,0,1,0.936687,0.630283,755,418,0.700833,ACQUIRING STAND 3/4,,,,,,,,,,
13,0.433333,30.561,17.994,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000,0.000,NO BLACK,NO BUNDLE,0,0,0,,,,0,1,0,1,0.936687,0.630283,755,418,0.700833,ACQUIRING STAND 3/4,,,,,,,,,,
14,0.466667,31.941,17.767,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000,0.000,NO BLACK,NO BUNDLE,0,0,0,,,,0,1,1,1,0.945000,0.671069,690,424,0.714634,STAND LOCKED,,,,,,,,,,
15,0.500000,36.020,18.536,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000,0.000,NO BLACK,NO BUNDLE,0,0,0,,,,0,1,1,1,0.945000,0.671069,690,424,0.714634,STAND LOCKED,,,,,,,,,,
16,0.533333,32.632,18.133,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000,0.000,NO BLACK,NO BUNDLE,0,0,0,,,,0,1,1,1,0.758012,0.603967,732,532,0.536493,STAND LOCKED,,,,,,,,,,
17,0.566667,33.695,19.061,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000,0.000,NO BLACK,NO BUNDLE,0,0,0,,,,0,1,1,1,0.758012,0.603967,732,532,0.536493,STAND LOCKED,,,,,,,,,,
18,0.600000,33.879,18.633,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000,0.000,NO BLACK,NO BUNDLE,0,0,0,,,,0,1,1,1,0.877500,0.696732,718,486,0.606051,STAND LOCKED,,,,,,,,,,
19,0.633333,30.826,19.801,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000,0.000,NO BLACK,NO BUNDLE,0,0,0,,,,0,1,1,1,0.877500,0.696732,718,486,0.606051,STAND LOCKED,,,,,,,,,,
20,0.666667,33.725,19.105,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000,0.000,NO BLACK,NO BUNDLE,0,0,0,,,,0,1,1,1,1.000000,0.695407,812,440,0.681658,STAND LOCKED,,,,,,,,,,
21,0.700000,34.208,19.995,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000,0.000,NO BLACK,NO BUNDLE,0,0,0,,,,0,1,1,1,1.000000,0.695407,812,440,0.681658,STAND LOCKED,,,,,,,,,,
22,0.733333,32.289,19.386,5,0,0,0.607761,0.000000,0.000000,0.000000,0.000000,0,0.000,0.000,NO BLACK,NO BUNDLE,0,0,0,,,,0,1,1,1,0.976910,0.674610,849,452,0.741654,STAND LOCKED,,,,,,,,,,
23,0.766667,34.596,20.112,20,0,0,0.640738,0.000000,0.000000,0.000000,0.000000,0,0.000,0.000,NO BLACK,NO BUNDLE,0,0,0,,,,0,1,1,1,0.976910,0.674610,849,452,0.741654,STAND LOCKED,,,,,,,,,,
24,0.800000,33.732,19.495,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000,0.000,NO BLACK,NO BUNDLE,0,0,0,,,,0,1,1,1,0.973906,0.638443,737,456,0.749300,STAND LOCKED,,,,,,,,,,
25,0.833333,32.904,20.351,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000,0.000,NO BLACK,NO BUNDLE,0,0,0,,,,0,1,1,1,0.973906,0.638443,737,456,0.749300,STAND LOCKED,,,,,,,,,,
26,0.866667,32.955,19.545,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000,0.000,NO BLACK,NO BUNDLE,0,0,0,,,,0,1,1,1,0.911099,0.615397,801,424,0.710472,STAND LOCKED,,,,,,,,,,
27,0.900000,35.225,20.051,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000,0.000,NO BLACK,NO BUNDLE,0,0,0,,,,0,1,1,1,0.911099,0.615397,801,424,0.710472,STAND LOCKED,,,,,,,,,,
28,0.933333,29.764,19.634,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000,0.000,NO BLACK,NO BUNDLE,0,0,0,,,,0,1,1,1,0.916169,0.609424,802,415,0.711842,STAND LOCKED,,,,,,,,,,
29,0.966667,31.608,20.539,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000,0.000,NO BLACK,NO BUNDLE,0,0,0,,,,0,1,1,1,0.916169,0.609424,802,415,0.711842,STAND LOCKED,,,,,,,,,,
30,1.000000,34.879,19.992,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000,0.000,NO BLACK,NO BUNDLE,0,0,0,,,,0,1,1,1,0.945000,0.635174,781,406,0.609588,STAND LOCKED,,,,,,,,,,
31,1.033333,30.324,21.124,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000,0.000,NO BLACK,NO BUNDLE,0,0,0,,,,0,1,1,1,0.945000,0.635174,781,406,0.609588,STAND LOCKED,,,,,,,,,,
32,1.066667,29.768,20.878,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000,0.000,NO BLACK,NO BUNDLE,0,0,0,,,,0,1,1,1,0.930583,0.630824,696,363,0.608389,STAND LOCKED,,,,,,,,,,
33,1.100000,27.687,21.684,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000,0.000,NO BLACK,NO BUNDLE,0,0,0,,,,0,1,1,1,0.930583,0.630824,696,363,0.608389,STAND LOCKED,,,,,,,,,,
34,1.133333,33.355,21.115,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000,0.000,NO BLACK,NO BUNDLE,0,0,0,,,,0,1,1,0,0.930583,0.630824,696,363,0.608389,STAND TEMPORARILY LOST (1),,,,,,,,,,
