frame,timestamp,inference_ms,processing_fps,black_pixels,lashing_pixels,messenger_pixels,black_confidence,lashing_confidence,messenger_confidence,bundle_confidence,contact_confidence,bundle_valid,messenger_intensity_mean,messenger_intensity_std,validation_reason,target_state,consecutive_valid_frames,target_found,target_locked,target_x,target_y,target_proximity,stale_frames,stand_found,stand_locked,stand_fresh,stand_confidence,stand_black_support,stand_x,stand_y,stand_proximity,stand_reason,pidnet_roi_x1,pidnet_roi_y1,pidnet_roi_x2,pidnet_roi_y2,mission_state,mission_reason,command_forward,command_right,command_down,command_yaw_rate
0,0.000000,331.339,2.695,6736,123,819,0.891805,0.638978,0.785113,0.765392,0.000000,0,0.000,0.000,NO LASHING,NO BUNDLE,0,0,0,,,,0,1,0,1,0.702841,0.872826,782,156,0.259259,ACQUIRING STAND 1/4,,,,,,,,,,
1,0.033333,75.940,3.967,2604,41,0,0.853082,0.613325,0.000000,0.733204,0.000000,0,0.000,0.000,NO LASHING,NO BUNDLE,0,0,0,,,,0,1,0,1,0.702841,0.872826,782,156,0.259259,ACQUIRING STAND 1/4,,,,,,,,,,
2,0.066667,83.576,4.368,749,1869,215,0.809780,0.695356,0.822358,0.752568,0.000000,0,0.000,0.000,GEOMETRY FAIL,NO BUNDLE,0,0,0,,,,0,1,0,0,0.702841,0.872826,782,156,0.259259,STAND TARGET JUMP REJECTED,,,,,,,,,,
3,0.100000,78.426,4.899,4662,1802,0,0.823371,0.705519,0.000000,0.764445,0.000000,0,0.000,0.000,GEOMETRY FAIL,NO BUNDLE,0,0,0,,,,0,1,0,0,0.702841,0.872826,782,156,0.259259,STAND TARGET JUMP REJECTED,,,,,,,,,,
4,0.133333,72.349,4.953,3709,3106,17,0.805347,0.729862,0.732800,0.767605,0.000000,0,0.000,0.000,GEOMETRY FAIL,NO BUNDLE,0,0,0,,,,0,1,0,0,0.702841,0.872826,782,156,0.259259,STAND TARGET JUMP REJECTED,,,,,,,,,,
5,0.166667,97.557,4.897,3945,2757,304,0.801176,0.728878,0.770540,0.765027,0.000000,0,0.000,0.000,INSUFFICIENT LASHING PATTERN,NO BUNDLE,0,0,0,,,,0,1,0,0,0.702841,0.872826,782,156,0.259259,STAND TARGET JUMP REJECTED,,,,,,,,,,
6,0.200000,75.133,4.908,4782,2885,6,0.821364,0.727270,0.713209,0.774317,0.000000,0,0.000,0.000,INSUFFICIENT LASHING PATTERN,NO BUNDLE,0,0,0,,,,0,1,0,0,0.702841,0.872826,782,156,0.259259,STAND TARGET JUMP REJECTED,,,,,,,,,,
7,0.233333,88.745,4.876,4949,3471,0,0.810745,0.704463,0.000000,0.757604,0.725241,1,0.000,0.000,VALID,CANDIDATE,1,1,0,690,759,219.000,0,1,0,0,0.702841,0.872826,782,156,0.259259,STAND TARGET JUMP REJECTED,,,,,,,,,,
8,0.266667,68.017,5.643,206,0,0,0.817883,0.000000,0.000000,0.000000,0.000000,0,0.000,0.000,NO BLACK,NO BUNDLE,0,0,0,,,,0,0,0,0,0.000000,0.000000,,,,STAND TARGET JUMP REJECTED,419,598,995,922,,,,,,
9,0.300000,75.626,6.191,37,0,0,0.762307,0.000000,0.000000,0.000000,0.000000,0,0.000,0.000,NO BLACK,NO BUNDLE,0,0,0,,,,0,1,0,1,0.949853,0.586691,726,486,0.885185,ACQUIRING STAND 1/4,419,598,995,922,,,,,,
10,0.333333,101.327,6.355,35,0,0,0.755784,0.000000,0.000000,0.000000,0.000000,0,0.000,0.000,NO BLACK,NO BUNDLE,0,0,0,,,,0,1,0,1,1.000000,0.622206,836,508,0.824074,ACQUIRING STAND 2/4,419,598,995,922,,,,,,
11,0.366667,67.274,7.273,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000,0.000,NO BLACK,NO BUNDLE,0,0,0,,,,0,1,0,1,1.000000,0.622206,836,508,0.824074,ACQUIRING STAND 2/4,419,598,995,922,,,,,,
12,0.400000,69.929,7.682,0,15,0,0.000000,0.681654,0.000000,0.000000,0.000000,0,0.000,0.000,NO BLACK,NO BUNDLE,0,0,0,,,,0,1,0,1,0.936687,0.630283,755,418,0.700833,ACQUIRING STAND 3/4,419,598,995,922,,,,,,
13,0.433333,77.637,8.327,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000,0.000,NO BLACK,NO BUNDLE,0,0,0,,,,0,1,0,1,0.936687,0.630283,755,418,0.700833,ACQUIRING STAND 3/4,419,598,995,922,,,,,,
14,0.466667,88.638,8.333,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000,0.000,NO BLACK,NO BUNDLE,0,0,0,,,,0,1,1,1,0.945000,0.671069,690,424,0.714634,STAND LOCKED,419,598,995,922,,,,,,
15,0.500000,79.425,8.797,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000,0.000,NO BLACK,NO BUNDLE,0,0,0,,,,0,1,1,1,0.945000,0.671069,690,424,0.714634,STAND LOCKED,419,598,995,922,,,,,,
16,0.533333,76.227,8.736,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000,0.000,NO BLACK,NO BUNDLE,0,0,0,,,,0,1,1,1,0.758012,0.603967,732,532,0.536493,STAND LOCKED,419,598,995,922,,,,,,
17,0.566667,73.040,9.219,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000,0.000,NO BLACK,NO BUNDLE,0,0,0,,,,0,1,1,1,0.758012,0.603967,732,532,0.536493,STAND LOCKED,419,598,995,922,,,,,,
18,0.600000,70.512,9.356,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000,0.000,NO BLACK,NO BUNDLE,0,0,0,,,,0,1,1,1,0.877500,0.696732,718,486,0.606051,STAND LOCKED,419,598,995,922,,,,,,
19,0.633333,83.487,9.608,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000,0.000,NO BLACK,NO BUNDLE,0,0,0,,,,0,1,1,1,0.877500,0.696732,718,486,0.606051,STAND LOCKED,419,598,995,922,,,,,,
20,0.666667,70.380,9.515,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000,0.000,NO BLACK,NO BUNDLE,0,0,0,,,,0,1,1,1,1.000000,0.695407,812,440,0.681658,STAND LOCKED,419,598,995,922,,,,,,
21,0.700000,71.893,9.928,0,1,0,0.000000,0.600482,0.000000,0.000000,0.000000,0,0.000,0.000,NO BLACK,NO BUNDLE,0,0,0,,,,0,1,1,1,1.000000,0.695407,812,440,0.681658,STAND LOCKED,419,598,995,922,,,,,,
22,0.733333,77.068,9.768,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000,0.000,NO BLACK,NO BUNDLE,0,0,0,,,,0,1,1,1,0.976910,0.674610,849,452,0.741654,STAND LOCKED,419,598,995,922,,,,,,
23,0.766667,72.870,10.186,0,9,0,0.000000,0.639284,0.000000,0.000000,0.000000,0,0.000,0.000,NO BLACK,NO BUNDLE,0,0,0,,,,0,1,1,1,0.976910,0.674610,849,452,0.741654,STAND LOCKED,419,598,995,922,,,,,,
24,0.800000,86.867,9.911,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000,0.000,NO BLACK,NO BUNDLE,0,0,0,,,,0,1,1,1,0.973906,0.638443,737,456,0.749300,STAND LOCKED,419,598,995,922,,,,,,
25,0.833333,77.263,10.156,0,22,0,0.000000,0.679861,0.000000,0.000000,0.000000,0,0.000,0.000,NO BLACK,NO BUNDLE,0,0,0,,,,0,1,1,1,0.973906,0.638443,737,456,0.749300,STAND LOCKED,419,598,995,922,,,,,,
26,0.866667,84.000,9.880,35,0,0,0.751266,0.000000,0.000000,0.000000,0.000000,0,0.000,0.000,NO BLACK,NO BUNDLE,0,0,0,,,,0,1,1,1,0.911099,0.615397,801,424,0.710472,STAND LOCKED,419,598,995,922,,,,,,
27,0.900000,76.356,10.195,89,0,0,0.779444,0.000000,0.000000,0.000000,0.000000,0,0.000,0.000,NO BLACK,NO BUNDLE,0,0,0,,,,0,1,1,1,0.911099,0.615397,801,424,0.710472,STAND LOCKED,419,598,995,922,,,,,,
28,0.933333,90.512,9.639,1185,1737,564,0.784757,0.763481,0.815143,0.774119,0.000000,0,0.000,0.000,GEOMETRY FAIL,NO BUNDLE,0,0,0,,,,0,1,1,1,0.916169,0.609424,802,415,0.711842,STAND LOCKED,,,,,,,,,,
29,0.966667,91.180,9.689,319,3078,0,0.787759,0.766198,0.000000,0.776978,0.000000,0,0.000,0.000,NO BLACK,NO BUNDLE,0,0,0,,,,0,1,1,1,0.916169,0.609424,802,415,0.711842,STAND LOCKED,,,,,,,,,,
30,1.000000,101.223,9.217,1092,1605,0,0.861866,0.795364,0.000000,0.828615,0.000000,0,0.000,0.000,GEOMETRY FAIL,NO BUNDLE,0,0,0,,,,0,1,1,1,0.945000,0.635174,781,406,0.609588,STAND LOCKED,,,,,,,,,,
31,1.033333,75.893,9.641,967,3,0,0.857155,0.604773,0.000000,0.730964,0.000000,0,0.000,0.000,NO LASHING,NO BUNDLE,0,0,0,,,,0,1,1,1,0.945000,0.635174,781,406,0.609588,STAND LOCKED,,,,,,,,,,
32,1.066667,72.855,9.721,2667,0,0,0.865655,0.000000,0.000000,0.000000,0.000000,0,0.000,0.000,NO LASHING,NO BUNDLE,0,0,0,,,,0,1,1,1,0.930583,0.630824,696,363,0.608389,STAND LOCKED,,,,,,,,,,
33,1.100000,68.517,10.241,144,8,689,0.747167,0.613864,0.822266,0.680516,0.000000,0,0.000,0.000,NO BLACK,NO BUNDLE,0,0,0,,,,0,1,1,1,0.930583,0.630824,696,363,0.608389,STAND LOCKED,,,,,,,,,,
34,1.133333,77.927,10.113,146,180,80,0.734233,0.681809,0.836784,0.708021,0.000000,0,0.000,0.000,NO BLACK,NO BUNDLE,0,0,0,,,,0,1,1,0,0.930583,0.630824,696,363,0.608389,STAND TEMPORARILY LOST (1),,,,,,,,,,
35,1.166667,92.970,9.889,1268,369,47,0.790671,0.736732,0.777022,0.763701,0.000000,0,0.000,0.000,GEOMETRY FAIL,NO BUNDLE,0,0,0,,,,0,1,1,0,0.930583,0.630824,696,363,0.608389,STAND TEMPORARILY LOST (1),,,,,,,,,,
36,1.200000,86.622,9.686,51,103,0,0.764814,0.642226,0.000000,0.703520,0.000000,0,0.000,0.000,NO BLACK,NO BUNDLE,0,0,0,,,,0,1,1,1,0.945000,0.652706,621,346,0.611923,STAND LOCKED,,,,,,,,,,
37,1.233333,74.212,9.985,94,189,0,0.725780,0.670834,0.000000,0.698307,0.000000,0,0.000,0.000,NO BLACK,NO BUNDLE,0,0,0,,,,0,1,1,1,0.945000,0.652706,621,346,0.611923,STAND LOCKED,,,,,,,,,,
38,1.266667,73.125,9.885,545,166,0,0.788363,0.672341,0.000000,0.730352,0.000000,0,0.000,0.000,NO BLACK,NO BUNDLE,0,0,0,,,,0,1,1,1,0.935187,0.647758,673,404,0.488745,STAND LOCKED,,,,,,,,,,
39,1.300000,75.463,9.789,2506,455,24,0.796750,0.669129,0.742942,0.732939,0.000000,0,0.000,0.000,COMPONENTS TOO FAR,NO BUNDLE,0,0,0,,,,0,1,1,1,0.935187,0.647758,673,404,0.488745,STAND LOCKED,,,,,,,,,,
40,1.333333,74.792,9.512,2219,453,0,0.861939,0.684490,0.000000,0.773215,0.000000,0,0.000,0.000,COMPONENTS TOO FAR,NO BUNDLE,0,0,0,,,,0,1,1,1,0.945000,0.654385,731,400,0.480676,STAND LOCKED,,,,,,,,,,
41,1.366667,72.492,9.454,4181,1029,0,0.809748,0.738974,0.000000,0.774361,0.000000,0,0.000,0.000,COMPONENTS TOO FAR,NO BUNDLE,0,0,0,,,,0,1,1,1,0.945000,0.654385,731,400,0.480676,STAND LOCKED,,,,,,,,,,
42,1.400000,83.282,9.037,3171,881,243,0.802625,0.674546,0.774417,0.738585,0.000000,0,0.000,0.000,COMPONENTS TOO FAR,NO BUNDLE,0,0,0,,,,0,1,1,1,1.000000,0.704263,902,365,0.540193,STAND LOCKED,,,,,,,,,,
43,1.433333,70.087,9.008,1191,2157,933,0.780540,0.723526,0.899901,0.752033,0.000000,0,0.000,0.000,GEOMETRY FAIL,NO BUNDLE,0,0,0,,,,0,1,1,1,1.000000,0.704263,902,365,0.540193,STAND LOCKED,,,,,,,,,,
44,1.466667,75.886,8.751,1585,1460,1362,0.774831,0.687170,0.889439,0.731001,0.000000,0,0.000,0.000,GEOMETRY FAIL,NO BUNDLE,0,0,0,,,,0,1,1,1,1.000000,0.726843,912,353,0.571559,STAND LOCKED,,,,,,,,,,
45,1.500000,76.116,8.826,1437,949,893,0.790093,0.719640,0.896647,0.754867,0.000000,0,0.000,0.000,GEOMETRY FAIL,NO BUNDLE,0,0,0,,,,0,1,1,1,1.000000,0.726843,912,353,0.571559,STAND LOCKED,,,,,,,,,,
